batsman,bowler,P0,P1,P2,P3,P4,P6,p_not_out
OA Shah,DE Bollinger,0.33,0.33,0.0,0.0,0.22,0.11,
OA Shah,DJ Bravo,0.15,0.62,0.15,0.0,0.08,0.0,
OA Shah,DL Vettori,0.33,0.5,0.0,0.0,0.17,0.0,
OA Shah,DS Kulkarni,0.0,1.0,0.0,0.0,0.0,0.0,
OA Shah,DW Steyn,0.43,0.29,0.29,0.0,0.0,0.0,
OA Shah,HV Patel,0.62,0.25,0.0,0.0,0.0,0.12,
OA Shah,Harbhajan Singh,0.21,0.43,0.14,0.0,0.14,0.07,
OA Shah,Iqbal Abdulla,0.33,0.33,0.0,0.33,0.0,0.0,
OA Shah,JEC Franklin,0.42,0.33,0.0,0.08,0.08,0.08,
OA Shah,JH Kallis,0.5,0.17,0.17,0.0,0.17,0.0,0.83
OA Shah,JP Duminy,0.25,0.5,0.25,0.0,0.0,0.0,
OA Shah,JP Faulkner,0.0,1.0,0.0,0.0,0.0,0.0,
OA Shah,Jaskaran Singh,0.33,0.33,0.17,0.0,0.0,0.17,
OA Shah,KA Pollard,0.38,0.33,0.04,0.0,0.12,0.12,
OA Shah,KMDN Kulasekara,0.67,0.33,0.0,0.0,0.0,0.0,0.83
OA Shah,KP Appanna,0.71,0.29,0.0,0.0,0.0,0.0,0.86
OA Shah,L Balaji,0.8,0.2,0.0,0.0,0.0,0.0,0.8
OA Shah,M Kartik,0.67,0.33,0.0,0.0,0.0,0.0,
OA Shah,M Muralitharan,0.0,0.75,0.0,0.0,0.25,0.0,
OA Shah,MJ Clarke,0.33,0.67,0.0,0.0,0.0,0.0,
OA Shah,MM Patel,0.33,0.5,0.0,0.0,0.0,0.17,
OA Shah,MS Gony,0.45,0.45,0.0,0.0,0.09,0.0,
OA Shah,P Kumar,0.44,0.22,0.11,0.0,0.22,0.0,
OA Shah,P Negi,1.0,0.0,0.0,0.0,0.0,0.0,
OA Shah,PP Ojha,0.43,0.39,0.09,0.0,0.04,0.04,
OA Shah,R Ashwin,0.6,0.2,0.1,0.0,0.1,0.0,
OA Shah,R Bhatia,0.28,0.61,0.0,0.0,0.11,0.0,
OA Shah,R McLaren,0.25,0.5,0.25,0.0,0.0,0.0,
OA Shah,R Vinay Kumar,0.25,0.25,0.0,0.0,0.12,0.38,
OA Shah,RA Jadeja,0.5,0.25,0.08,0.0,0.08,0.08,
OA Shah,RJ Harris,0.25,0.25,0.25,0.0,0.25,0.0,
OA Shah,RP Singh,0.33,0.67,0.0,0.0,0.0,0.0,
OA Shah,SB Jakati,0.4,0.4,0.0,0.0,0.0,0.2,
OA Shah,SJ Srivastava,0.0,1.0,0.0,0.0,0.0,0.0,
OA Shah,SK Trivedi,0.33,0.33,0.0,0.0,0.0,0.33,
OA Shah,SL Malinga,0.13,0.6,0.2,0.0,0.07,0.0,0.93
OA Shah,SMSM Senanayake,0.0,1.0,0.0,0.0,0.0,0.0,
OA Shah,SP Narine,0.29,0.59,0.06,0.0,0.06,0.0,0.94
OA Shah,SPD Smith,0.0,1.0,0.0,0.0,0.0,0.0,
OA Shah,SW Tait,0.57,0.43,0.0,0.0,0.0,0.0,
OA Shah,Shakib Al Hasan,0.14,0.57,0.14,0.0,0.14,0.0,
OA Shah,TL Suman,0.25,0.25,0.25,0.0,0.25,0.0,
OA Shah,UT Yadav,0.33,0.67,0.0,0.0,0.0,0.0,0.67
OA Shah,V Kohli,0.5,0.5,0.0,0.0,0.0,0.0,
OA Shah,V Pratap Singh,0.17,0.5,0.17,0.0,0.17,0.0,
OA Shah,WPUJC Vaas,0.25,0.25,0.0,0.0,0.25,0.25,
OA Shah,YK Pathan,0.64,0.27,0.0,0.0,0.09,0.0,
OA Shah,Z Khan,0.62,0.12,0.0,0.0,0.25,0.0,0.75
P Awana,CH Morris,0.0,1.0,0.0,0.0,0.0,0.0,
P Awana,DJG Sammy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Awana,DP Nannes,1.0,0.0,0.0,0.0,0.0,0.0,
P Awana,JP Faulkner,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Awana,M Morkel,0.5,0.5,0.0,0.0,0.0,0.0,
P Awana,MG Johnson,1.0,0.0,0.0,0.0,0.0,0.0,
P Awana,SL Malinga,1.0,0.0,0.0,0.0,0.0,0.0,
P Awana,VR Aaron,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,A Kumble,0.33,0.67,0.0,0.0,0.0,0.0,
P Dogra,A Mishra,0.55,0.35,0.05,0.0,0.0,0.05,
P Dogra,AB McDonald,0.5,0.5,0.0,0.0,0.0,0.0,
P Dogra,AG Murtaza,0.2,0.6,0.2,0.0,0.0,0.0,
P Dogra,B Lee,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,DW Steyn,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Dogra,I Sharma,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Dogra,IK Pathan,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,JA Morkel,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,JD Unadkat,0.2,0.6,0.2,0.0,0.0,0.0,
P Dogra,LR Shukla,0.0,0.67,0.0,0.33,0.0,0.0,
P Dogra,M Kartik,0.5,0.5,0.0,0.0,0.0,0.0,0.5
P Dogra,MF Maharoof,0.67,0.33,0.0,0.0,0.0,0.0,
P Dogra,NLTC Perera,0.5,0.25,0.25,0.0,0.0,0.0,
P Dogra,P Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Dogra,PD Collingwood,0.0,0.75,0.25,0.0,0.0,0.0,
P Dogra,PJ Sangwan,0.5,0.25,0.12,0.0,0.12,0.0,
P Dogra,R Bhatia,0.57,0.43,0.0,0.0,0.0,0.0,0.93
P Dogra,R McLaren,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,R Sathish,0.14,0.29,0.0,0.0,0.29,0.29,
P Dogra,R Vinay Kumar,0.67,0.22,0.11,0.0,0.0,0.0,
P Dogra,S Ladda,0.56,0.19,0.12,0.0,0.0,0.12,0.94
P Dogra,SE Bond,1.0,0.0,0.0,0.0,0.0,0.0,
P Dogra,SL Malinga,0.33,0.5,0.17,0.0,0.0,0.0,
P Dogra,SP Narine,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Dogra,ST Jayasuriya,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,Shakib Al Hasan,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,T Thushara,0.5,0.0,0.0,0.0,0.5,0.0,
P Dogra,UT Yadav,0.0,1.0,0.0,0.0,0.0,0.0,
P Dogra,Z Khan,0.44,0.56,0.0,0.0,0.0,0.0,
P Kumar,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,0.5
P Kumar,A Mithun,0.57,0.0,0.0,0.0,0.29,0.14,
P Kumar,A Nehra,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,A Singh,0.2,0.4,0.2,0.0,0.0,0.2,
P Kumar,AB Agarkar,0.5,0.0,0.0,0.0,0.5,0.0,
P Kumar,AC Thomas,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,AD Russell,1.0,0.0,0.0,0.0,0.0,0.0,0.75
P Kumar,B Kumar,0.14,0.71,0.0,0.0,0.14,0.0,
P Kumar,B Lee,0.5,0.0,0.5,0.0,0.0,0.0,
P Kumar,BCJ Cutting,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,CH Morris,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,CJ Jordan,0.67,0.33,0.0,0.0,0.0,0.0,0.33
P Kumar,CK Langeveldt,0.33,0.33,0.33,0.0,0.0,0.0,
P Kumar,CRD Fernando,0.75,0.25,0.0,0.0,0.0,0.0,
P Kumar,DJ Bravo,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,DP Nannes,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,DR Smith,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,DS Kulkarni,0.55,0.09,0.18,0.0,0.09,0.09,0.91
P Kumar,DW Steyn,0.89,0.11,0.0,0.0,0.0,0.0,0.89
P Kumar,FH Edwards,0.5,0.0,0.0,0.0,0.0,0.5,
P Kumar,GB Hogg,0.33,0.5,0.0,0.0,0.17,0.0,
P Kumar,GD McGrath,0.67,0.11,0.11,0.0,0.11,0.0,0.78
P Kumar,Harbhajan Singh,0.5,0.5,0.0,0.0,0.0,0.0,0.5
P Kumar,Harmeet Singh,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,I Sharma,0.8,0.0,0.0,0.0,0.2,0.0,
P Kumar,IK Pathan,0.75,0.25,0.0,0.0,0.0,0.0,0.75
P Kumar,J Botha,0.33,0.67,0.0,0.0,0.0,0.0,
P Kumar,JA Morkel,0.29,0.57,0.14,0.0,0.0,0.0,0.86
P Kumar,JDP Oram,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,JH Kallis,0.5,0.5,0.0,0.0,0.0,0.0,0.5
P Kumar,JP Faulkner,0.5,0.0,0.0,0.0,0.5,0.0,
P Kumar,JR Hopes,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,KA Pollard,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,KK Cooper,0.43,0.29,0.0,0.0,0.0,0.29,
P Kumar,KMDN Kulasekara,0.25,0.25,0.5,0.0,0.0,0.0,
P Kumar,L Balaji,0.0,0.38,0.25,0.0,0.12,0.25,
P Kumar,LR Shukla,0.33,0.33,0.0,0.0,0.0,0.33,
P Kumar,M Kartik,1.0,0.0,0.0,0.0,0.0,0.0,
P Kumar,M Morkel,1.0,0.0,0.0,0.0,0.0,0.0,
P Kumar,M Ntini,0.0,0.67,0.0,0.0,0.33,0.0,
P Kumar,MF Maharoof,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,MG Johnson,0.33,0.33,0.0,0.0,0.33,0.0,
P Kumar,MJ McClenaghan,0.67,0.33,0.0,0.0,0.0,0.0,0.67
P Kumar,MM Patel,0.67,0.33,0.0,0.0,0.0,0.0,0.83
P Kumar,MM Sharma,0.5,0.25,0.12,0.0,0.12,0.0,0.75
P Kumar,MN Samuels,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,MP Stoinis,0.0,0.67,0.0,0.0,0.33,0.0,
P Kumar,MR Marsh,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,MS Gony,0.75,0.25,0.0,0.0,0.0,0.0,0.75
P Kumar,Mustafizur Rahman,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,NLTC Perera,0.4,0.6,0.0,0.0,0.0,0.0,
P Kumar,NM Coulter-Nile,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,PP Chawla,1.0,0.0,0.0,0.0,0.0,0.0,0.5
P Kumar,PP Ojha,0.5,0.5,0.0,0.0,0.0,0.0,0.5
P Kumar,R Vinay Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
P Kumar,RP Singh,0.2,0.4,0.0,0.0,0.4,0.0,
P Kumar,S Aravind,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,S Kaul,0.0,1.0,0.0,0.0,0.0,0.0,
P Kumar,S Sreesanth,1.0,0.0,0.0,0.0,0.0,0.0,0.5
P Kumar,SB Styris,0.67,0.0,0.0,0.0,0.0,0.33,
P Kumar,SB Wagh,0.33,0.67,0.0,0.0,0.0,0.0,
P Kumar,SC Ganguly,0.8,0.1,0.0,0.0,0.0,0.1,
P Kumar,SK Trivedi,0.71,0.14,0.0,0.0,0.14,0.0,
P Kumar,SK Warne,0.58,0.16,0.05,0.0,0.05,0.16,0.95
P Kumar,SL Malinga,0.54,0.23,0.15,0.0,0.0,0.08,0.77
P Kumar,SP Narine,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Kumar,SR Watson,0.67,0.22,0.0,0.0,0.11,0.0,
P Kumar,SW Tait,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,Sandeep Sharma,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,Sohail Tanvir,0.8,0.2,0.0,0.0,0.0,0.0,
P Kumar,T Henderson,0.5,0.5,0.0,0.0,0.0,0.0,
P Kumar,UT Yadav,0.42,0.17,0.33,0.0,0.08,0.0,0.92
P Kumar,VRV Singh,0.17,0.5,0.33,0.0,0.0,0.0,
P Kumar,WD Parnell,0.6,0.4,0.0,0.0,0.0,0.0,0.8
P Kumar,YA Abdulla,0.12,0.25,0.38,0.0,0.12,0.12,
P Kumar,YK Pathan,0.25,0.5,0.0,0.0,0.0,0.25,
P Kumar,YS Chahal,0.67,0.33,0.0,0.0,0.0,0.0,
P Negi,A Ashish Reddy,0.0,0.5,0.0,0.0,0.25,0.25,
P Negi,AB Dinda,0.33,0.17,0.17,0.0,0.17,0.17,
P Negi,AD Russell,0.0,0.33,0.33,0.0,0.33,0.0,
P Negi,AJ Tye,0.5,0.5,0.0,0.0,0.0,0.0,
P Negi,AR Patel,0.33,0.33,0.33,0.0,0.0,0.0,
P Negi,Ankit Soni,0.5,0.17,0.0,0.0,0.0,0.33,
P Negi,B Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P Negi,BA Stokes,1.0,0.0,0.0,0.0,0.0,0.0,
P Negi,C Munro,0.8,0.0,0.0,0.0,0.0,0.2,
P Negi,C de Grandhomme,0.67,0.0,0.33,0.0,0.0,0.0,
P Negi,CH Gayle,0.5,0.5,0.0,0.0,0.0,0.0,0.83
P Negi,CH Morris,0.57,0.29,0.0,0.0,0.0,0.14,0.5
P Negi,CJ Anderson,0.33,0.17,0.0,0.0,0.5,0.0,
P Negi,CJ Jordan,0.75,0.25,0.0,0.0,0.0,0.0,
P Negi,CR Woakes,0.0,1.0,0.0,0.0,0.0,0.0,
P Negi,D Wiese,0.5,0.25,0.0,0.0,0.25,0.0,
P Negi,DJ Bravo,0.0,1.0,0.0,0.0,0.0,0.0,
P Negi,DT Christian,0.4,0.6,0.0,0.0,0.0,0.0,
P Negi,GB Hogg,0.62,0.25,0.0,0.0,0.0,0.12,0.75
P Negi,GJ Maxwell,0.12,0.88,0.0,0.0,0.0,0.0,
P Negi,GS Sandhu,0.25,0.75,0.0,0.0,0.0,0.0,
P Negi,HV Patel,0.2,0.2,0.4,0.0,0.0,0.2,
P Negi,Imran Tahir,1.0,0.0,0.0,0.0,0.0,0.0,
P Negi,Iqbal Abdulla,0.0,1.0,0.0,0.0,0.0,0.0,
P Negi,JH Kallis,0.25,0.5,0.0,0.0,0.25,0.0,
P Negi,JJ Bumrah,0.25,0.45,0.2,0.0,0.05,0.05,
P Negi,JP Faulkner,0.25,0.5,0.0,0.0,0.25,0.0,
P Negi,JW Hastings,1.0,0.0,0.0,0.0,0.0,0.0,
P Negi,KH Pandya,0.33,0.33,0.33,0.0,0.0,0.0,
P Negi,LH Ferguson,1.0,0.0,0.0,0.0,0.0,0.0,
P Negi,M Kartik,0.5,0.25,0.0,0.0,0.25,0.0,
P Negi,M de Lange,0.33,0.11,0.11,0.11,0.33,0.0,
P Negi,MA Starc,0.5,0.5,0.0,0.0,0.0,0.0,0.75
P Negi,MC Henriques,1.0,0.0,0.0,0.0,0.0,0.0,
P Negi,MJ McClenaghan,0.48,0.22,0.22,0.0,0.04,0.04,
P Negi,MM Sharma,0.25,0.75,0.0,0.0,0.0,0.0,
P Negi,P Kumar,0.17,0.83,0.0,0.0,0.0,0.0,
P Negi,P Parameswaran,0.5,0.5,0.0,0.0,0.0,0.0,
P Negi,P Sahu,0.0,0.0,0.0,0.0,0.0,1.0,
P Negi,PJ Cummins,0.33,0.22,0.11,0.0,0.33,0.0,
P Negi,R Ashwin,0.2,0.8,0.0,0.0,0.0,0.0,
P Negi,R Vinay Kumar,0.2,0.5,0.1,0.0,0.2,0.0,0.9
P Negi,RA Jadeja,0.2,0.2,0.2,0.0,0.4,0.0,
P Negi,S Aravind,0.33,0.67,0.0,0.0,0.0,0.0,
P Negi,SB Jakati,0.5,0.25,0.0,0.0,0.0,0.25,
P Negi,SC Ganguly,0.5,0.25,0.25,0.0,0.0,0.0,
P Negi,SL Malinga,0.5,0.36,0.0,0.0,0.0,0.14,0.8
P Negi,SM Boland,0.0,1.0,0.0,0.0,0.0,0.0,
P Negi,SN Thakur,0.33,0.0,0.33,0.0,0.0,0.33,
P Negi,SP Narine,0.67,0.33,0.0,0.0,0.0,0.0,0.67
P Negi,SR Watson,0.0,1.0,0.0,0.0,0.0,0.0,
P Negi,Shakib Al Hasan,0.0,0.67,0.0,0.0,0.33,0.0,
P Negi,UT Yadav,0.56,0.22,0.11,0.0,0.11,0.0,
P Negi,VR Aaron,0.64,0.18,0.0,0.0,0.18,0.0,
P Negi,Washington Sundar,0.33,0.67,0.0,0.0,0.0,0.0,
P Negi,YS Chahal,0.0,0.5,0.0,0.0,0.0,0.5,
P Negi,Z Khan,0.75,0.0,0.25,0.0,0.0,0.0,
P Parameswaran,A Ashish Reddy,1.0,0.0,0.0,0.0,0.0,0.0,
P Parameswaran,A Mithun,0.0,1.0,0.0,0.0,0.0,0.0,
P Sahu,CH Morris,0.33,0.67,0.0,0.0,0.0,0.0,
P Sahu,CR Brathwaite,0.2,0.2,0.4,0.0,0.0,0.2,
P Sahu,UT Yadav,0.0,1.0,0.0,0.0,0.0,0.0,
P Sahu,Z Khan,0.5,0.25,0.0,0.0,0.25,0.0,
PA Patel,A Choudhary,1.0,0.0,0.0,0.0,0.0,0.0,
PA Patel,A Kumble,0.33,0.67,0.0,0.0,0.0,0.0,0.89
PA Patel,A Mishra,0.4,0.4,0.2,0.0,0.0,0.0,
PA Patel,A Mithun,0.25,0.5,0.0,0.0,0.25,0.0,
PA Patel,A Nehra,0.41,0.22,0.03,0.0,0.35,0.0,0.93
PA Patel,A Zampa,0.0,1.0,0.0,0.0,0.0,0.0,
PA Patel,AB Agarkar,0.34,0.45,0.03,0.0,0.17,0.0,0.97
PA Patel,AB Dinda,0.62,0.15,0.05,0.0,0.18,0.0,0.95
PA Patel,AC Thomas,0.5,0.2,0.0,0.0,0.3,0.0,
PA Patel,AD Mascarenhas,0.8,0.0,0.0,0.2,0.0,0.0,
PA Patel,AD Mathews,0.62,0.0,0.0,0.0,0.25,0.12,0.75
PA Patel,AD Russell,0.43,0.29,0.0,0.0,0.29,0.0,
PA Patel,AJ Tye,0.4,0.2,0.2,0.0,0.2,0.0,
PA Patel,AM Salvi,0.0,1.0,0.0,0.0,0.0,0.0,
PA Patel,AN Ahmed,0.5,0.25,0.0,0.0,0.25,0.0,
PA Patel,AR Patel,0.22,0.67,0.06,0.0,0.06,0.0,
PA Patel,Ankit Soni,0.44,0.44,0.11,0.0,0.0,0.0,
PA Patel,Anureet Singh,0.62,0.12,0.0,0.0,0.25,0.0,
PA Patel,Azhar Mahmood,0.33,0.67,0.0,0.0,0.0,0.0,0.67
PA Patel,B Kumar,0.63,0.2,0.03,0.0,0.12,0.02,0.9
PA Patel,B Lee,0.46,0.38,0.0,0.0,0.15,0.0,0.92
PA Patel,BA Stokes,0.0,1.0,0.0,0.0,0.0,0.0,
PA Patel,BB Sran,0.73,0.09,0.0,0.0,0.18,0.0,0.91
PA Patel,BCJ Cutting,0.0,1.0,0.0,0.0,0.0,0.0,
PA Patel,BJ Hodge,0.5,0.3,0.1,0.0,0.1,0.0,
PA Patel,BMAJ Mendis,0.75,0.25,0.0,0.0,0.0,0.0,0.75
PA Patel,BW Hilfenhaus,0.67,0.33,0.0,0.0,0.0,0.0,
PA Patel,Basil Thampi,0.0,0.5,0.0,0.0,0.5,0.0,
PA Patel,CH Gayle,0.5,0.5,0.0,0.0,0.0,0.0,
PA Patel,CH Morris,0.57,0.14,0.0,0.14,0.14,0.0,
PA Patel,CR Woakes,0.75,0.25,0.0,0.0,0.0,0.0,
PA Patel,D Salunkhe,0.2,0.2,0.2,0.0,0.4,0.0,
PA Patel,D Wiese,1.0,0.0,0.0,0.0,0.0,0.0,0.67
PA Patel,DE Bollinger,0.55,0.27,0.09,0.0,0.09,0.0,0.91
PA Patel,DJ Bravo,0.14,0.57,0.29,0.0,0.0,0.0,0.86
PA Patel,DJ Hooda,0.25,0.75,0.0,0.0,0.0,0.0,
PA Patel,DJ Hussey,0.43,0.29,0.14,0.0,0.14,0.0,
PA Patel,DJ Muthuswami,0.67,0.17,0.0,0.17,0.0,0.0,
PA Patel,DL Vettori,0.25,0.5,0.0,0.0,0.25,0.0,
PA Patel,DP Nannes,0.64,0.36,0.0,0.0,0.0,0.0,
PA Patel,DP Vijaykumar,0.75,0.12,0.0,0.0,0.12,0.0,0.88
PA Patel,DS Kulkarni,0.53,0.21,0.0,0.0,0.21,0.05,0.89
PA Patel,DT Christian,0.29,0.71,0.0,0.0,0.0,0.0,
PA Patel,DW Steyn,0.53,0.23,0.06,0.0,0.15,0.02,0.98
PA Patel,FH Edwards,1.0,0.0,0.0,0.0,0.0,0.0,0.5
PA Patel,GB Hogg,0.75,0.12,0.0,0.0,0.12,0.0,
PA Patel,GD McGrath,0.67,0.33,0.0,0.0,0.0,0.0,
PA Patel,GJ Maxwell,0.25,0.5,0.12,0.0,0.0,0.12,
PA Patel,HV Patel,0.33,0.33,0.17,0.0,0.17,0.0,
PA Patel,Harbhajan Singh,0.6,0.24,0.12,0.0,0.04,0.0,0.96
PA Patel,Harmeet Singh,0.11,0.56,0.0,0.0,0.22,0.11,
PA Patel,I Sharma,0.44,0.28,0.04,0.0,0.2,0.04,0.93
PA Patel,IK Pathan,0.45,0.28,0.02,0.0,0.19,0.06,0.98
PA Patel,Imran Tahir,0.33,0.11,0.22,0.0,0.33,0.0,
PA Patel,Iqbal Abdulla,0.25,0.58,0.0,0.0,0.17,0.0,0.92
PA Patel,J Botha,0.48,0.33,0.1,0.05,0.05,0.0,
PA Patel,J Theron,0.4,0.4,0.0,0.0,0.2,0.0,
PA Patel,JA Morkel,0.5,0.25,0.0,0.0,0.25,0.0,0.75
PA Patel,JD Unadkat,0.39,0.5,0.0,0.0,0.07,0.04,0.94
PA Patel,JDP Oram,0.0,0.2,0.4,0.0,0.4,0.0,
PA Patel,JH Kallis,0.56,0.28,0.0,0.0,0.17,0.0,0.94
PA Patel,JJ Bumrah,0.33,0.44,0.0,0.0,0.22,0.0,
PA Patel,JO Holder,0.44,0.0,0.11,0.0,0.33,0.11,
PA Patel,JP Duminy,0.59,0.29,0.0,0.0,0.12,0.0,
PA Patel,JP Faulkner,0.46,0.23,0.15,0.0,0.15,0.0,0.83
PA Patel,JR Hopes,0.38,0.38,0.0,0.0,0.25,0.0,
PA Patel,JW Hastings,0.43,0.29,0.14,0.0,0.14,0.0,
PA Patel,K Rabada,0.56,0.44,0.0,0.0,0.0,0.0,
PA Patel,KP Pietersen,0.33,0.67,0.0,0.0,0.0,0.0,0.67
PA Patel,KV Sharma,0.29,0.43,0.0,0.0,0.29,0.0,
PA Patel,KW Richardson,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA Patel,Karanveer Singh,0.25,0.5,0.25,0.0,0.0,0.0,0.88
PA Patel,Kuldeep Yadav,0.5,0.33,0.0,0.0,0.0,0.17,
PA Patel,L Balaji,0.42,0.26,0.16,0.0,0.11,0.05,
PA Patel,LH Ferguson,0.57,0.29,0.0,0.0,0.0,0.14,
PA Patel,M Kartik,0.4,0.4,0.0,0.0,0.2,0.0,
PA Patel,M Morkel,0.36,0.43,0.07,0.0,0.14,0.0,
PA Patel,M Muralitharan,0.3,0.4,0.2,0.0,0.1,0.0,0.9
PA Patel,M Vijay,0.33,0.33,0.0,0.0,0.33,0.0,
PA Patel,MA Starc,0.33,0.22,0.11,0.0,0.33,0.0,
PA Patel,MC Henriques,0.4,0.4,0.0,0.0,0.2,0.0,0.9
PA Patel,MG Johnson,0.4,0.14,0.07,0.0,0.35,0.05,0.98
PA Patel,MJ Henry,0.4,0.0,0.0,0.0,0.6,0.0,
PA Patel,MM Patel,0.24,0.35,0.24,0.0,0.18,0.0,0.94
PA Patel,MM Sharma,0.33,0.29,0.06,0.0,0.31,0.0,0.98
PA Patel,MN Samuels,0.33,0.44,0.0,0.0,0.22,0.0,0.89
PA Patel,MP Stoinis,0.4,0.2,0.0,0.0,0.2,0.2,
PA Patel,Mohammad Asif,0.33,0.33,0.0,0.0,0.33,0.0,
PA Patel,Mohammad Hafeez,0.33,0.67,0.0,0.0,0.0,0.0,
PA Patel,Mohammad Nabi,0.17,0.5,0.17,0.0,0.17,0.0,
PA Patel,Mohammed Shami,0.48,0.37,0.04,0.0,0.11,0.0,0.95
PA Patel,Mohammed Siraj,0.33,0.33,0.0,0.0,0.0,0.33,
PA Patel,Mustafizur Rahman,0.0,0.0,0.0,0.0,1.0,0.0,
PA Patel,ND Doshi,0.5,0.5,0.0,0.0,0.0,0.0,
PA Patel,NLTC Perera,0.33,0.33,0.33,0.0,0.0,0.0,
PA Patel,NM Coulter-Nile,0.38,0.38,0.12,0.0,0.12,0.0,
PA Patel,P Awana,0.53,0.16,0.0,0.0,0.21,0.11,0.95
PA Patel,P Kumar,0.59,0.25,0.02,0.0,0.1,0.02,0.96
PA Patel,P Negi,0.23,0.38,0.15,0.0,0.15,0.08,
PA Patel,P Sahu,0.0,0.75,0.0,0.0,0.0,0.25,
PA Patel,P Suyal,0.5,0.25,0.0,0.0,0.25,0.0,
PA Patel,PJ Cummins,0.25,0.25,0.0,0.0,0.5,0.0,
PA Patel,PJ Sangwan,0.27,0.36,0.09,0.0,0.27,0.0,0.91
PA Patel,PM Sarvesh Kumar,0.75,0.25,0.0,0.0,0.0,0.0,0.75
PA Patel,PP Chawla,0.21,0.64,0.12,0.0,0.03,0.0,0.97
PA Patel,PP Ojha,0.09,0.45,0.09,0.09,0.27,0.0,
PA Patel,PV Tambe,0.5,0.5,0.0,0.0,0.0,0.0,0.75
PA Patel,Pankaj Singh,0.55,0.27,0.0,0.0,0.09,0.09,
PA Patel,R Ashwin,0.59,0.34,0.0,0.02,0.05,0.0,0.93
PA Patel,R Bhatia,0.12,0.88,0.0,0.0,0.0,0.0,
PA Patel,R McLaren,0.69,0.15,0.08,0.0,0.08,0.0,0.92
PA Patel,R Sharma,0.67,0.33,0.0,0.0,0.0,0.0,0.67
PA Patel,R Shukla,1.0,0.0,0.0,0.0,0.0,0.0,
PA Patel,R Vinay Kumar,0.43,0.39,0.04,0.0,0.13,0.0,0.91
PA Patel,RA Jadeja,0.23,0.38,0.08,0.0,0.31,0.0,0.9
PA Patel,RE van der Merwe,0.46,0.38,0.15,0.0,0.0,0.0,
PA Patel,RJ Harris,0.0,1.0,0.0,0.0,0.0,0.0,
PA Patel,RP Singh,0.7,0.11,0.04,0.0,0.11,0.04,0.96
PA Patel,RR Powar,0.5,0.32,0.03,0.0,0.15,0.0,0.97
PA Patel,Rashid Khan,0.6,0.4,0.0,0.0,0.0,0.0,
PA Patel,S Aravind,0.25,0.75,0.0,0.0,0.0,0.0,0.75
PA Patel,S Badree,0.62,0.38,0.0,0.0,0.0,0.0,
PA Patel,S Kaul,0.46,0.23,0.23,0.0,0.08,0.0,
PA Patel,S Nadeem,0.43,0.43,0.0,0.0,0.07,0.07,0.86
PA Patel,S Sreesanth,0.5,0.14,0.07,0.0,0.29,0.0,
PA Patel,SB Jakati,0.38,0.38,0.06,0.0,0.06,0.12,
PA Patel,SB Wagh,0.56,0.22,0.0,0.0,0.22,0.0,
PA Patel,SJ Srivastava,0.5,0.33,0.0,0.0,0.08,0.08,0.92
PA Patel,SK Raina,0.1,0.75,0.1,0.0,0.05,0.0,
PA Patel,SK Trivedi,0.2,0.5,0.1,0.0,0.2,0.0,
PA Patel,SK Warne,0.23,0.59,0.14,0.0,0.0,0.05,0.91
PA Patel,SL Malinga,0.48,0.33,0.05,0.0,0.14,0.0,0.86
